,value
1711486864.0398355,0.021759033203125
1711486864.2748363,0.022003173828125
1711486864.4703152,0.028228759765625
1711486864.671315,0.033355712890625
1711486864.8729856,0.038360595703125
1711486865.0911336,0.037506103515625
1711486865.2841375,0.037506103515625
1711486865.485136,0.031036376953125
1711486865.6861346,0.021148681640625
1711486865.8901331,0.019439697265625
1711486866.0851376,0.019439697265625
1711486866.284135,0.013702392578125
1711486866.481135,0.008209228515625
1711486866.683136,0.003692626953125
1711486866.881136,-0.0013427734375
1711486867.0831351,-0.0045166015625
1711486867.2841353,-0.023681640625
1711486867.4801378,-0.0308837890625
1711486867.679134,-0.0323486328125
1711486867.8841455,-0.0234375
1711486868.0791419,-0.0240478515625
1711486868.2791421,-0.03466796875
1711486868.480144,-0.03466796875
1711486868.682145,-0.0428466796875
1711486868.8841457,-0.037109375
1711486869.0801444,-0.05859375
1711486869.279141,-0.0623779296875
1711486869.4831486,-0.07470703125
1711486869.6831427,-0.0777587890625
1711486869.8831465,-0.071044921875
1711486870.0831437,-0.064697265625
1711486870.280145,-0.070068359375
1711486870.4821436,-0.058837890625
1711486870.6811442,-0.057373046875
1711486870.8931427,-0.058837890625
1711486871.0901423,-0.0548095703125
1711486871.293142,-0.0535888671875
1711486871.506303,-0.0487060546875
1711486871.6983025,-0.0440673828125
1711486871.8983042,-0.0384521484375
1711486872.0993032,-0.037841796875
1711486872.3093045,-0.0321044921875
1711486872.500304,-0.0306396484375
1711486872.7003028,-0.0245361328125
1711486872.895303,-0.0242919921875
1711486873.1273017,-0.017578125
1711486873.309151,-0.0169677734375
1711486873.494299,-0.01611328125
1711486873.6952987,-0.0076904296875
1711486873.8972998,-0.0025634765625
1711486874.0963006,0.003692626953125
1711486874.2933004,0.007232666015625
1711486874.4752996,0.012847900390625
1711486874.6635478,0.013702392578125
1711486874.8626478,0.015655517578125
1711486875.0618556,0.023590087890625
1711486875.2696774,0.027862548828125
1711486875.4783094,0.031036376953125
1711486875.676974,0.031402587890625
1711486875.8639767,0.036895751953125
1711486876.0659764,0.042388916015625
1711486876.2699752,0.048248291015625
1711486876.4679737,0.060699462890625
1711486876.6659758,0.056549072265625
1711486876.8678226,0.046783447265625
1711486877.064825,0.039215087890625
1711486877.2658226,0.029571533203125
1711486877.4659934,0.026153564453125
1711486877.8209932,0.032745361328125
1711486878.010997,0.039459228515625
1711486878.210997,0.037384033203125
1711486878.42,0.031890869140625
1711486878.638998,0.024932861328125
1711486878.8303165,0.020538330078125
1711486879.072315,0.008941650390625
1711486879.2663152,0.001129150390625
1711486879.4803164,-0.0045166015625
1711486879.696316,-0.00341796875
1711486879.899315,0.000274658203125
1711486880.0973165,0.002960205078125
1711486880.3233142,0.007598876953125
1711486880.5186677,0.011627197265625
1711486880.7306664,0.013336181640625
1711486880.9317036,0.013092041015625
1711486881.131703,0.010528564453125
1711486881.3487048,0.009918212890625
1711486881.5477395,0.005523681640625
1711486881.7699077,0.006134033203125
1711486881.9640334,0.006622314453125
1711486882.1760323,0.006622314453125
1711486882.3680298,0.006622314453125
1711486882.570033,0.006622314453125
1711486882.7650323,0.005767822265625
1711486882.9640334,0.003448486328125
1711486883.1770313,0.001495361328125
1711486883.382074,0.001373291015625
1711486883.595071,0.003814697265625
1711486883.8150718,0.004913330078125
1711486884.00909,0.004669189453125
1711486884.1966016,0.004302978515625
1711486884.3978665,0.002349853515625
1711486884.6450136,0.001495361328125
1711486884.8500168,0.000518798828125
1711486885.0470283,0.000274658203125
1711486885.2450273,-0.000244140625
1711486885.4499524,-0.000732421875
1711486885.6450021,-0.0008544921875
1711486885.847004,-0.0008544921875
1711486886.0460038,-0.0008544921875
1711486886.2460015,-0.001953125
1711486886.4490192,-0.00390625
1711486886.6470206,-0.00390625
1711486886.8510208,-0.003173828125
1711486887.0450323,-0.0030517578125
1711486887.2470362,-0.0030517578125
1711486887.4500337,-0.0030517578125
1711486887.6450331,-0.00341796875
1711486887.848033,-0.006591796875
1711486888.047034,-0.0076904296875
1711486888.2760332,-0.0076904296875
1711486888.4710312,-0.00537109375
1711486888.6660326,-0.003662109375
1711486888.8670325,-0.003662109375
1711486889.0660348,-0.003662109375
1711486889.2656262,-0.0054931640625
1711486889.4646266,-0.00634765625
1711486889.666627,-0.008056640625
1711486889.8685982,-0.0089111328125
1711486890.0675988,-0.0091552734375
1711486890.2675986,-0.0108642578125
1711486890.4695985,-0.0120849609375
1711486890.6735988,-0.0120849609375
1711486890.8745992,-0.010009765625
1711486891.0715985,-0.010009765625
1711486891.2705994,-0.010009765625
1711486891.4715986,-0.010009765625
1711486891.670598,-0.010009765625
1711486891.8725984,-0.0101318359375
1711486892.0777273,-0.01123046875
1711486892.2847333,-0.0115966796875
1711486892.4877288,-0.0115966796875
1711486892.6837313,-0.0115966796875
1711486892.8997302,-0.0057373046875
1711486893.1077282,-0.00537109375
1711486893.301258,-0.0028076171875
1711486893.5022588,-0.003173828125
1711486893.7022595,-0.003173828125
1711486893.901258,-0.00341796875
1711486894.107258,-0.005126953125
1711486894.3022609,-0.005126953125
1711486894.5052595,-0.0078125
1711486894.7002587,-0.0078125
1711486894.902259,-0.0078125
1711486895.1022594,-0.0074462890625
1711486895.2992592,-0.0059814453125
1711486895.5022578,-0.0048828125
1711486895.702258,-0.0048828125
1711486895.9044075,-0.0045166015625
1711486896.1014075,0.000640869140625
1711486896.3054075,0.000640869140625
1711486896.499726,0.001495361328125
1711486896.7067258,0.001495361328125
1711486896.9057267,0.001495361328125
1711486897.1027257,0.001495361328125
1711486897.3037257,0.001495361328125
1711486897.5017242,0.001129150390625
1711486897.7217245,0.001129150390625
1711486897.9157283,0.001129150390625
1711486898.1177292,0.001983642578125
1711486898.315728,0.003204345703125
1711486898.519728,0.003204345703125
1711486898.715728,0.003204345703125
1711486898.9177294,0.007232666015625
1711486899.115729,0.007476806640625
1711486899.3159592,0.007476806640625
1711486899.5150173,0.007476806640625
1711486899.7150176,0.006744384765625
1711486899.9170194,0.005767822265625
1711486900.1151795,0.006378173828125
1711486900.317182,0.006622314453125
1711486900.516181,0.006622314453125
1711486900.7149134,0.006622314453125
1711486900.9149125,0.006622314453125
1711486901.1109095,0.006622314453125
1711486901.3109107,0.006622314453125
1711486901.5099137,0.006622314453125
1711486901.6989102,-0.0010986328125
1711486901.899911,0.001373291015625
1711486902.098911,0.000640869140625
1711486902.3009095,0.001373291015625
1711486902.4979117,0.001495361328125
1711486902.698911,0.001983642578125
1711486902.8989108,0.002349853515625
1711486903.0979133,0.002349853515625
1711486903.2989104,0.002349853515625
1711486903.499921,0.002349853515625
1711486903.6989222,0.002349853515625
1711486903.8980699,0.002349853515625
1711486904.0990677,0.002349853515625
1711486904.2982178,0.002349853515625
1711486904.4982193,0.001739501953125
1711486904.7002184,0.001739501953125
1711486904.9002185,0.000885009765625
1711486905.1012294,0.000885009765625
1711486905.2992282,0.000885009765625
1711486905.4998279,0.000885009765625
1711486905.7019897,0.000885009765625
1711486905.9343083,0.001495361328125
1711486906.1338503,0.005157470703125
1711486906.402149,0.005157470703125
1711486906.6003506,0.004913330078125
1711486906.8033507,0.002838134765625
1711486906.9993498,0.002838134765625
1711486907.1993513,0.002593994140625
1711486907.4003508,0.001739501953125
1711486907.600351,0.001495361328125
1711486907.8017042,0.001495361328125
1711486908.0507057,0.001495361328125
1711486908.248744,0.003448486328125
1711486908.4497468,3.0517578125e-05
1711486908.6587434,3.0517578125e-05
1711486908.8627424,0.000274658203125
1711486909.1457438,0.000274658203125
1711486909.3794553,0.000274658203125
1711486909.5830002,0.000274658203125
1711486909.8021917,0.000274658203125
1711486910.0021913,0.000274658203125
1711486910.2041914,0.000274658203125
1711486910.4441912,0.001129150390625
1711486910.6791492,0.001129150390625
1711486910.8881855,0.001373291015625
1711486911.101406,0.002960205078125
1711486911.3030584,0.003692626953125
1711486911.5030613,0.003692626953125
1711486911.7050586,0.003692626953125
1711486911.904059,0.003448486328125
1711486912.103197,0.000640869140625
1711486912.3151984,-0.0013427734375
1711486912.5171983,-0.0057373046875
1711486912.7187552,-0.0089111328125
1711486912.9157574,-0.0103759765625
1711486913.1239104,-0.010986328125
1711486913.31695,-0.010986328125
1711486913.5149477,-0.010986328125
1711486913.7169476,-0.00830078125
1711486913.918135,-0.0059814453125
1711486914.1328082,-0.00341796875
1711486914.3388076,0.001129150390625
1711486914.5393262,0.001983642578125
1711486914.740325,0.003692626953125
1711486914.9363298,0.003692626953125
1711486915.1403265,0.001739501953125
1711486915.3383362,0.001739501953125
1711486915.5403378,0.001983642578125
1711486915.7393365,0.003814697265625
1711486915.9393375,0.010162353515625
1711486916.139338,0.011260986328125
1711486916.3428516,0.016876220703125
1711486916.5408523,0.015411376953125
1711486916.746855,0.015411376953125
1711486916.9552684,0.015411376953125
1711486917.163271,0.015899658203125
1711486917.3772485,0.018341064453125
1711486917.5899339,0.026641845703125
1711486917.8099306,0.026763916015625
1711486918.0071158,0.037750244140625
1711486918.208117,0.037750244140625
1711486918.4092631,0.037994384765625
1711486918.6102633,0.037994384765625
1711486918.8262649,0.037994384765625
1711486919.0264769,0.037750244140625
1711486919.2276056,0.037750244140625
1711486919.4508128,0.044464111328125
1711486919.661767,0.045806884765625
1711486919.8849049,0.056549072265625
1711486920.0958226,0.056304931640625
1711486920.3208725,0.069122314453125
1711486920.5578687,0.062042236328125
1711486920.7658784,0.056304931640625
1711486920.990486,0.039703369140625
1711486921.2014854,0.029327392578125
1711486921.495662,0.028717041015625
1711486921.7138038,0.028228759765625
1711486921.9268346,0.022979736328125
1711486922.143966,0.020538330078125
1711486922.3605564,0.010772705078125
1711486922.577557,0.010772705078125
1711486922.8148267,0.006378173828125
1711486923.0358255,-0.00048828125
1711486923.245825,-0.0048828125
1711486923.4568245,-0.0108642578125
1711486923.6578355,-0.0118408203125
1711486923.856835,-0.011474609375
1711486924.0548794,-0.010986328125
1711486924.2518773,-0.010986328125
1711486924.4539232,-0.0167236328125
1711486924.6569402,-0.02197265625
1711486924.8529508,-0.0289306640625
1711486925.0549512,-0.0352783203125
1711486925.2510808,-0.0440673828125
1711486925.4530811,-0.04345703125
1711486925.6520824,-0.0501708984375
1711486925.8510828,-0.045166015625
1711486926.0480988,-0.04541015625
1711486926.2480972,-0.051025390625
1711486926.4480994,-0.0584716796875
1711486926.6460962,-0.0556640625
1711486926.8460984,-0.054443359375
1711486927.0471084,-0.051025390625
1711486927.2701097,-0.046875
1711486927.467109,-0.03759765625
1711486927.6681063,-0.0323486328125
1711486927.8661094,-0.0263671875
1711486928.0661073,-0.0341796875
1711486928.2661076,-0.037841796875
1711486928.492107,-0.037109375
1711486928.6891158,-0.03564453125
1711486928.8782544,-0.02685546875
1711486929.0762067,-0.0245361328125
1711486929.264208,-0.013916015625
1711486929.4642067,-0.0150146484375
1711486929.6629179,-0.008056640625
1711486929.865077,-0.0086669921875
1711486930.0640783,-0.0091552734375
1711486930.2640781,-0.0137939453125
1711486930.4627428,-0.01318359375
1711486930.6627483,-0.008056640625
1711486930.8677478,-0.00634765625
1711486931.0655725,0.000640869140625
1711486931.2670012,0.002349853515625
1711486931.468002,0.003204345703125
1711486931.6670144,0.004302978515625
1711486931.8760128,0.006988525390625
1711486932.07253,0.009918212890625
1711486932.2815292,0.011016845703125
1711486932.4935267,0.014190673828125
1711486932.7065263,0.014190673828125
1711486932.907197,0.013092041015625
1711486933.1071997,0.006622314453125
1711486933.3131995,0.005767822265625
1711486933.5691962,0.000885009765625
1711486933.7753732,-0.0001220703125
1711486933.986447,-0.0025634765625
1711486934.1844468,-0.0048828125
1711486934.3864472,-0.0054931640625
1711486934.5845802,-0.0054931640625
1711486934.783589,-0.0054931640625
1711486935.091587,-0.0025634765625
1711486935.2859845,3.0517578125e-05
1711486935.50798,3.0517578125e-05
1711486935.7032566,0.003692626953125
1711486935.9032576,0.002960205078125
1711486936.1042562,0.002593994140625
1711486936.397269,0.003448486328125
1711486936.6029975,0.006622314453125
1711486936.8031628,0.006622314453125
